original_region,original_pdf,prior_cases_count,county,pdf_file
Clark,2021_12_20_ID_1437842.pdf,2,Clark,2021_12_20_ID_1437842.pdf
Clark,2022-01-08_ID 1492910.pdf,0,Clark,2022-01-08_ID 1492910.pdf
Clark,2022-01-12_ID 1432475.pdf,1,Clark,2022-01-12_ID 1432475.pdf
Clark,2022-01-14_ID 1447786.pdf,5,Clark,2022-01-14_ID 1447786.pdf
Clark,2022-01-14_ID 1493112.pdf,0,Clark,2022-01-14_ID 1493112.pdf
Clark,2022-01-25_ID 1493470.pdf,3,Clark,2022-01-25_ID 1493470.pdf
Clark,2022-01-28_ID 1493651.pdf,0,Clark,2022-01-28_ID 1493651.pdf
Clark,2022-01-29_ID 1493473.pdf,1,Clark,2022-01-29_ID 1493473.pdf
Clark,2022-02-01_ID 1398350.pdf,6,Clark,2022-02-01_ID 1398350.pdf
Clark,2022-02-06_ID 1494016.pdf,3,Clark,2022-02-06_ID 1494016.pdf
Clark,2022-02-11_ID 1486549.pdf,1,Clark,2022-02-11_ID 1486549.pdf
Clark,2022-02-22_ID 1494623 (003).pdf,1,Clark,2022-02-22_ID 1494623 (003).pdf
Clark,2022-03-07_ID 1491941.pdf,1,Clark,2022-03-07_ID 1491941.pdf
Clark,2022-03-18_ID 1380838.pdf,1,Clark,2022-03-18_ID 1380838.pdf
Clark,2022-03-18_ID_1380838(1).pdf,1,Clark,2022-03-18_ID_1380838(1).pdf
Clark,2022-03-20_ID 1383750.pdf,5,Clark,2022-03-20_ID 1383750.pdf
Clark,2022-03-24_ID 1495922.pdf,2,Clark,2022-03-24_ID 1495922.pdf
Clark,2022-03-24_ID_1495922(1).pdf,2,Clark,2022-03-24_ID_1495922(1).pdf
Clark,2022-03-30_ID 1495678.pdf,1,Clark,2022-03-30_ID 1495678.pdf
Clark,2022-03-30_ID_1495678.pdf,1,Clark,2022-03-30_ID_1495678.pdf
Clark,2022-03-31_ID 1422270.pdf,5,Clark,2022-03-31_ID 1422270.pdf
Clark,2022-03-31_ID_1422270.pdf,5,Clark,2022-03-31_ID_1422270.pdf
Clark,2022-04-01_ID 1491922.pdf,8,Clark,2022-04-01_ID 1491922.pdf
Clark,2022-04-01_ID_1491922.pdf,8,Clark,2022-04-01_ID_1491922.pdf
Clark,2022-04-07_ID 1493248.pdf,1,Clark,2022-04-07_ID 1493248.pdf
Clark,2022-04-07_ID_1493248.pdf,1,Clark,2022-04-07_ID_1493248.pdf
Clark,2022-04-10_ID 1437976.pdf,4,Clark,2022-04-10_ID 1437976.pdf
Clark,2022-04-10_ID_1437976.pdf,4,Clark,2022-04-10_ID_1437976.pdf
Clark,2022-04-12_ID 1466811.pdf,3,Clark,2022-04-12_ID 1466811.pdf
Clark,2022-04-12_ID_1466811.pdf,3,Clark,2022-04-12_ID_1466811.pdf
Clark,2022-04-13_ID 1496714.pdf,0,Clark,2022-04-13_ID 1496714.pdf
Clark,2022-04-13_ID_1496714.pdf,0,Clark,2022-04-13_ID_1496714.pdf
Clark,2022-04-15_ID 1418711.pdf,6,Clark,2022-04-15_ID 1418711.pdf
Clark,2022-04-15_ID 1488030.pdf,2,Clark,2022-04-15_ID 1488030.pdf
Clark,2022-04-15_ID_1418711.pdf,6,Clark,2022-04-15_ID_1418711.pdf
Clark,2022-04-15_ID_1488030.pdf,2,Clark,2022-04-15_ID_1488030.pdf
Clark,2022-04-22_ID 1447593.pdf,6,Clark,2022-04-22_ID 1447593.pdf
Clark,2022-04-22_ID_1447593.pdf,6,Clark,2022-04-22_ID_1447593.pdf
Clark,2022-04-25_ID 1382389 (002).pdf,14,Clark,2022-04-25_ID 1382389 (002).pdf
Clark,2022-04-25_ID_1382389.pdf,14,Clark,2022-04-25_ID_1382389.pdf
Clark,2022-04-29_ID 1487510.pdf,3,Clark,2022-04-29_ID 1487510.pdf
Clark,2022-04-29_ID_1487510.pdf,3,Clark,2022-04-29_ID_1487510.pdf
Clark,2022-05-08_ID 1497671.pdf,0,Clark,2022-05-08_ID 1497671.pdf
Clark,2022-05-08_ID_1497671.pdf,0,Clark,2022-05-08_ID_1497671.pdf
Clark,2022-05-13_ID 1462726.pdf,0,Clark,2022-05-13_ID 1462726.pdf
Clark,2022-05-13_ID_1462726.pdf,0,Clark,2022-05-13_ID_1462726.pdf
Clark,2022-05-16_ID 1409022(1).pdf,7,Clark,2022-05-16_ID 1409022(1).pdf
Clark,2022-05-16_ID 1497959.pdf,0,Clark,2022-05-16_ID 1497959.pdf
Clark,2022-05-16_ID_1409022(1).pdf,7,Clark,2022-05-16_ID_1409022(1).pdf
Clark,2022-05-24_ID 1483735.pdf,11,Clark,2022-05-24_ID 1483735.pdf
Clark,2022-05-24_ID_1483735.pdf,11,Clark,2022-05-24_ID_1483735.pdf
Clark,2022-06-03_ID 1387344 DUPE.pdf,6,Clark,2022-06-03_ID 1387344 DUPE.pdf
Clark,2022-06-04_ID 1387344.pdf,6,Clark,2022-06-04_ID 1387344.pdf
Clark,2022-06-04_ID 1458191.pdf,2,Clark,2022-06-04_ID 1458191.pdf
Clark,2022-06-04_ID_1387344.pdf,6,Clark,2022-06-04_ID_1387344.pdf
Clark,2022-06-04_ID_1458191.pdf,2,Clark,2022-06-04_ID_1458191.pdf
Clark,2022-06-09_ID 1488489.pdf,2,Clark,2022-06-09_ID 1488489.pdf
Clark,2022-06-09_ID_1488489.pdf,2,Clark,2022-06-09_ID_1488489.pdf
Clark,2022-06-19_ID 1269078.pdf,7,Clark,2022-06-19_ID 1269078.pdf
Clark,2022-06-23_ID 1493008.pdf,1,Clark,2022-06-23_ID 1493008.pdf
Clark,2022-06-23_ID_1493008.pdf,1,Clark,2022-06-23_ID_1493008.pdf
Clark,2022-06-28_ID 1499323.pdf,0,Clark,2022-06-28_ID 1499323.pdf
Clark,2022-06-28_ID_1499323.pdf,0,Clark,2022-06-28_ID_1499323.pdf
Clark,2022-06-29_ID 1385013.pdf,9,Clark,2022-06-29_ID 1385013.pdf
Clark,2022-06-29_ID_1385013.pdf,9,Clark,2022-06-29_ID_1385013.pdf
Clark,2022-07-03_ID 1484700.pdf,1,Clark,2022-07-03_ID 1484700.pdf
Clark,2022-07-03_ID_1484700.pdf,1,Clark,2022-07-03_ID_1484700.pdf
Clark,2022-07-12_ID 1488139.pdf,1,Clark,2022-07-12_ID 1488139.pdf
Clark,2022-07-12_ID_1488139.pdf,1,Clark,2022-07-12_ID_1488139.pdf
Clark,2022-07-13_ID 1499774.pdf,0,Clark,2022-07-13_ID 1499774.pdf
Clark,2022-07-13_ID_1499774.pdf,0,Clark,2022-07-13_ID_1499774.pdf
Clark,2022-07-17_ID 1499870.pdf,0,Clark,2022-07-17_ID 1499870.pdf
Clark,2022-07-17_ID_1499870.pdf,0,Clark,2022-07-17_ID_1499870.pdf
Clark,2022-07-27_ID 1500205.pdf,0,Clark,2022-07-27_ID 1500205.pdf
Clark,2022-08-22_ID 1377197.pdf,5,Clark,2022-08-22_ID 1377197.pdf
Clark,2022-08-22_ID 1501130.pdf,0,Clark,2022-08-22_ID 1501130.pdf
Clark,2022-08-22_ID_1377197.pdf,5,Clark,2022-08-22_ID_1377197.pdf
Clark,2022-08-24_ID 1398165.pdf,11,Clark,2022-08-24_ID 1398165.pdf
Clark,2022-08-24_ID 1416723.pdf,5,Clark,2022-08-24_ID 1416723.pdf
Clark,2022-08-24_ID_1398165.pdf,11,Clark,2022-08-24_ID_1398165.pdf
Clark,2022-08-24_ID_1416723.pdf,5,Clark,2022-08-24_ID_1416723.pdf
Clark,2022-08-28_ID 1481629.pdf,3,Clark,2022-08-28_ID 1481629.pdf
Clark,2022-08-28_ID_1481629.pdf,3,Clark,2022-08-28_ID_1481629.pdf
Clark,2022-09-02_ID 1468541.pdf,1,Clark,2022-09-02_ID 1468541.pdf
Clark,2022-09-02_ID_1468541.pdf,1,Clark,2022-09-02_ID_1468541.pdf
Clark,2022-09-09_ID 1403651 DUPE MAYBE.pdf,7,Clark,2022-09-09_ID 1403651 DUPE MAYBE.pdf
Clark,2022-09-09_ID_1403651.pdf,7,Clark,2022-09-09_ID_1403651.pdf
Clark,2022-09-13_ID 1501972.pdf,0,Clark,2022-09-13_ID 1501972.pdf
Clark,2022-09-13_ID_1501972.pdf,0,Clark,2022-09-13_ID_1501972.pdf
Clark,2022-10-01_ID 1403651.pdf,8,Clark,2022-10-01_ID 1403651.pdf
Clark,2022-10-01_ID_1403651.pdf,8,Clark,2022-10-01_ID_1403651.pdf
Clark,2022-10-08_ID 1503094 (002).pdf,1,Clark,2022-10-08_ID 1503094 (002).pdf
Clark,2022-10-08_ID_1503094.pdf,1,Clark,2022-10-08_ID_1503094.pdf
Clark,2022-10-12_ID 1503149.pdf,0,Clark,2022-10-12_ID 1503149.pdf
Clark,2022-10-12_ID_1503149.pdf,0,Clark,2022-10-12_ID_1503149.pdf
Clark,2022-10-15_ID 1472422.pdf,2,Clark,2022-10-15_ID 1472422.pdf
Clark,2022-10-15_ID_1472422.pdf,2,Clark,2022-10-15_ID_1472422.pdf
Clark,2022-10-20_ID 1470892.pdf,2,Clark,2022-10-20_ID 1470892.pdf
Clark,2022-10-20_ID_1470892.pdf,2,Clark,2022-10-20_ID_1470892.pdf
Clark,2022-10-23_ID 1477301 DUPE.pdf,5,Clark,2022-10-23_ID 1477301 DUPE.pdf
Clark,2022-10-23_ID 1477301_1.pdf,5,Clark,2022-10-23_ID 1477301_1.pdf
Clark,2022-10-23_ID_1477301_1.pdf,5,Clark,2022-10-23_ID_1477301_1.pdf
Clark,2022-10-24 ID 1503622.pdf,0,Clark,2022-10-24 ID 1503622.pdf
Clark,2022-10-24_ID_1503622.pdf,0,Clark,2022-10-24_ID_1503622.pdf
Clark,2022-10-31_ID 1447967.pdf,3,Clark,2022-10-31_ID 1447967.pdf
Clark,2022-10-31_ID_1447967.pdf,3,Clark,2022-10-31_ID_1447967.pdf
Clark,2022-11-03_ID 1485747 (003).pdf,2,Clark,2022-11-03_ID 1485747 (003).pdf
Clark,2022-11-03_ID_1485747.pdf,2,Clark,2022-11-03_ID_1485747.pdf
Clark,2022-11-05_ID 1504106 (002).pdf,0,Clark,2022-11-05_ID 1504106 (002).pdf
Clark,2022-11-05_ID_1504106.pdf,0,Clark,2022-11-05_ID_1504106.pdf
Clark,2022-11-07_ID 1405503.pdf,1,Clark,2022-11-07_ID 1405503.pdf
Clark,2022-11-07_ID_1405503.pdf,1,Clark,2022-11-07_ID_1405503.pdf
Clark,2022-11-14_ID 1504316.pdf,1,Clark,2022-11-14_ID 1504316.pdf
Clark,2022-11-14_ID_1504316.pdf,1,Clark,2022-11-14_ID_1504316.pdf
Clark,2022-11-26_ID 1488076.pdf,1,Clark,2022-11-26_ID 1488076.pdf
Clark,2022-11-26_ID_1488076.pdf,1,Clark,2022-11-26_ID_1488076.pdf
Clark,2022-12-01_ID 1444514.pdf,8,Clark,2022-12-01_ID 1444514.pdf
Clark,2022-12-01_ID_1444514.pdf,8,Clark,2022-12-01_ID_1444514.pdf
Clark,2022-12-07_ID 1447690 (003).pdf,6,Clark,2022-12-07_ID 1447690 (003).pdf
Clark,2022-12-07_ID 1484520 (002).pdf,2,Clark,2022-12-07_ID 1484520 (002).pdf
Clark,2022-12-07_ID_1447690_(003).pdf,6,Clark,2022-12-07_ID_1447690_(003).pdf
Clark,2022-12-07_ID_1484520_(002).pdf,2,Clark,2022-12-07_ID_1484520_(002).pdf
Clark,2022-12-11_ID 1464089_Child 1.pdf,3,Clark,2022-12-11_ID 1464089_Child 1.pdf
Clark,2022-12-11_ID 1464089_Child 2.pdf,3,Clark,2022-12-11_ID 1464089_Child 2.pdf
Clark,2022-12-11_ID_1464089_Child_1.pdf,3,Clark,2022-12-11_ID_1464089_Child_1.pdf
Clark,2022-12-11_ID_1464089_Child_2.pdf,3,Clark,2022-12-11_ID_1464089_Child_2.pdf
Clark,2022-12-20_ID 1505603 (002).pdf,1,Clark,2022-12-20_ID 1505603 (002).pdf
Clark,2022-12-20_ID_1505603.pdf,1,Clark,2022-12-20_ID_1505603.pdf
Clark,2022_01_08_ID_1492910.pdf,0,Clark,2022_01_08_ID_1492910.pdf
Clark,2022_01_12_ID_1432475.pdf,1,Clark,2022_01_12_ID_1432475.pdf
Clark,2022_01_14_ID_1447786.pdf,5,Clark,2022_01_14_ID_1447786.pdf
Clark,2022_01_25_ID_1493470.pdf,3,Clark,2022_01_25_ID_1493470.pdf
Clark,2022_01_28_ID_1493651.pdf,0,Clark,2022_01_28_ID_1493651.pdf
Clark,2022_02_01_ID_1398350.pdf,6,Clark,2022_02_01_ID_1398350.pdf
Clark,2022_02_06_ID_1494016.pdf,3,Clark,2022_02_06_ID_1494016.pdf
Clark,2022_02_11_ID_1486549.pdf,1,Clark,2022_02_11_ID_1486549.pdf
Clark,2022_02_22_ID_1494623.pdf,1,Clark,2022_02_22_ID_1494623.pdf
Clark,2022_03_07_ID_1491941.pdf,1,Clark,2022_03_07_ID_1491941.pdf
Clark,2022_03_12_ID_1495399.pdf,0,Clark,2022_03_12_ID_1495399.pdf
Clark,2022_03_16_ID_1495526.pdf,0,Clark,2022_03_16_ID_1495526.pdf
Clark,2022_03_20_ID_1383750.pdf,5,Clark,2022_03_20_ID_1383750.pdf
Clark,2022_05_16_ID_1497959.pdf,0,Clark,2022_05_16_ID_1497959.pdf
Clark,2022_06_19_ID _1269078.pdf,7,Clark,2022_06_19_ID _1269078.pdf
Clark,2022_07_27_ID_1500205(1).pdf,0,Clark,2022_07_27_ID_1500205(1).pdf
Clark,2022_08-22_ID_1501130.pdf,0,Clark,2022_08-22_ID_1501130.pdf
Clark,2023-01-17_ID 1469166.pdf,1,Clark,2023-01-17_ID 1469166.pdf
Clark,2023-01-17_ID_1469166.pdf,1,Clark,2023-01-17_ID_1469166.pdf
Clark,2023-01-20_ID 1506540.pdf,0,Clark,2023-01-20_ID 1506540.pdf
Clark,2023-01-22_ID 1506602.pdf,1,Clark,2023-01-22_ID 1506602.pdf
Clark,2023-01-22_ID_1506602.pdf,1,Clark,2023-01-22_ID_1506602.pdf
Clark,2023-01-23_ID1506540.pdf,0,Clark,2023-01-23_ID1506540.pdf
Clark,2023-02-07_ID 1468541.pdf,2,Clark,2023-02-07_ID 1468541.pdf
Clark,2023-02-07_ID_1468541.pdf,2,Clark,2023-02-07_ID_1468541.pdf
Clark,2023-02-14_ID 1501176.pdf,1,Clark,2023-02-14_ID 1501176.pdf
Clark,2023-02-14_ID 1507508.pdf,8,Clark,2023-02-14_ID 1507508.pdf
Clark,2023-02-14_ID_1507508.pdf,8,Clark,2023-02-14_ID_1507508.pdf
Clark,2023-02-19_ID 1430277_.pdf,2,Clark,2023-02-19_ID 1430277_.pdf
Clark,2023-02-24_ID 1507768.pdf,0,Clark,2023-02-24_ID 1507768.pdf
Clark,2023-03-10_ID 1508486.pdf,0,Clark,2023-03-10_ID 1508486.pdf
Clark,2023-03-10_ID_1508486.pdf,0,Clark,2023-03-10_ID_1508486.pdf
Clark,2023-03-14_ID 1486302.pdf,3,Clark,2023-03-14_ID 1486302.pdf
Clark,2023-03-14_ID_1486302.pdf,3,Clark,2023-03-14_ID_1486302.pdf
Clark,2023-03-15_ID 1506573 (002).pdf,1,Clark,2023-03-15_ID 1506573 (002).pdf
Clark,2023-03-31_ID 1480684.pdf,2,Clark,2023-03-31_ID 1480684.pdf
Clark,2023-04-03_ID 1509299.pdf,0,Clark,2023-04-03_ID 1509299.pdf
Clark,2023-04-04_ID 1440228.pdf,13,Clark,2023-04-04_ID 1440228.pdf
Clark,2023-04-04_ID_1440228.pdf,13,Clark,2023-04-04_ID_1440228.pdf
Clark,2023-04-09_ID 1509505.pdf,1,Clark,2023-04-09_ID 1509505.pdf
Clark,2023-04-09_ID_1509505.pdf,1,Clark,2023-04-09_ID_1509505.pdf
Clark,2023-04-11_ID 1509574.pdf,0,Clark,2023-04-11_ID 1509574.pdf
Clark,2023-04-13_ID 1446073 (002).pdf,7,Clark,2023-04-13_ID 1446073 (002).pdf
Clark,2023-04-18_ID 1509884.pdf,0,Clark,2023-04-18_ID 1509884.pdf
Clark,2023-04-18_ID _1509884.pdf,0,Clark,2023-04-18_ID _1509884.pdf
Clark,2023-05-01_ID 1468484.pdf,3,Clark,2023-05-01_ID 1468484.pdf
Clark,2023-05-01_ID_1468484.pdf,3,Clark,2023-05-01_ID_1468484.pdf
Clark,2023-05-18_ID 1511042.pdf,0,Clark,2023-05-18_ID 1511042.pdf
Clark,2023-05-25_ID 1511295.pdf,0,Clark,2023-05-25_ID 1511295.pdf
Clark,2023-05-25_ID_1511295.pdf,0,Clark,2023-05-25_ID_1511295.pdf
Clark,2023-05-30_ID 1511413.pdf,0,Clark,2023-05-30_ID 1511413.pdf
Clark,2023-05-31_ID 1504446.pdf,2,Clark,2023-05-31_ID 1504446.pdf
Clark,2023-05-31_ID_1504446.pdf,2,Clark,2023-05-31_ID_1504446.pdf
Clark,2023-06-04_ID 1486611.pdf,4,Clark,2023-06-04_ID 1486611.pdf
Clark,2023-06-22_ID_1426770.pdf,5,Clark,2023-06-22_ID_1426770.pdf
Clark,2023-07-01_ID 1471244.pdf,5,Clark,2023-07-01_ID 1471244.pdf
Clark,2023-07-01_ID_1471244.pdf,5,Clark,2023-07-01_ID_1471244.pdf
Clark,2023-07-06_ID_1269078.pdf,12,Clark,2023-07-06_ID_1269078.pdf
Clark,2023-07-09_ID_1473038_Amended.pdf,3,Clark,2023-07-09_ID_1473038_Amended.pdf
Clark,2023-07-14_ID_1511944.pdf,1,Clark,2023-07-14_ID_1511944.pdf
Clark,2023-07-22_ID 1512964 (3 minors).pdf,0,Clark,2023-07-22_ID 1512964 (3 minors).pdf
Clark,2023-07-26_ID 1513112.pdf,0,Clark,2023-07-26_ID 1513112.pdf
Clark,2023-07-29_ID 1512882.pdf,1,Clark,2023-07-29_ID 1512882.pdf
Clark,2023-08-07_ID 1423766.pdf,7,Clark,2023-08-07_ID 1423766.pdf
Clark,2023-08-07_ID_1423766.pdf,7,Clark,2023-08-07_ID_1423766.pdf
Clark,2023-08-13_ID 1513646.pdf,0,Clark,2023-08-13_ID 1513646.pdf
Clark,2023-08-13_ID_1513646.pdf,0,Clark,2023-08-13_ID_1513646.pdf
Clark,2023-08-21_ID 1469406.pdf,3,Clark,2023-08-21_ID 1469406.pdf
Clark,2023-08-21_ID_1469406.pdf,3,Clark,2023-08-21_ID_1469406.pdf
Clark,2023-09-13_ID_1505532.pdf,17,Clark,2023-09-13_ID_1505532.pdf
Clark,2023-1-27_ID 1472059 (Fatality)_.pdf,2,Clark,2023-1-27_ID 1472059 (Fatality)_.pdf
Clark,2023-1-27_ID 1472059 DUPE MAYBE.pdf,2,Clark,2023-1-27_ID 1472059 DUPE MAYBE.pdf
Clark,2023-1-27_ID 1472059 DUPE.pdf,2,Clark,2023-1-27_ID 1472059 DUPE.pdf
Clark,2023-1-27_ID_1472059_(Fatality).pdf,2,Clark,2023-1-27_ID_1472059_(Fatality).pdf
Clark,2023-11-17_ID 1486412.pdf,2,Clark,2023-11-17_ID 1486412.pdf
Clark,2023-12-26_ID_1455947.pdf,7,Clark,2023-12-26_ID_1455947.pdf
Clark,2023-12-31_ID _1518432.pdf,0,Clark,2023-12-31_ID _1518432.pdf
Clark,2023-2-20_ID 1269078.pdf,8,Clark,2023-2-20_ID 1269078.pdf
Clark,2023-2-20_ID_1269078(1).pdf,8,Clark,2023-2-20_ID_1269078(1).pdf
Clark,2023_02_24_ID_1507768.pdf,0,Clark,2023_02_24_ID_1507768.pdf
Clark,2023_03_15_ID_1506573.pdf,1,Clark,2023_03_15_ID_1506573.pdf
Clark,2023_03_31_ID_1480684.pdf,2,Clark,2023_03_31_ID_1480684.pdf
Clark,2023_04_03_ID_1509299.pdf,0,Clark,2023_04_03_ID_1509299.pdf
Clark,2023_04_11_ID_1509574.pdf,0,Clark,2023_04_11_ID_1509574.pdf
Clark,2023_04_13_ID_1446073.pdf,7,Clark,2023_04_13_ID_1446073.pdf
Clark,2023_04_28_ID_1352542.pdf,0,Clark,2023_04_28_ID_1352542.pdf
Clark,2023_05_18_ID_1511042.pdf,0,Clark,2023_05_18_ID_1511042.pdf
Clark,2023_07_09_ID_1505220.pdf,2,Clark,2023_07_09_ID_1505220.pdf
Clark,2023_07_22_ID_1512964.pdf,0,Clark,2023_07_22_ID_1512964.pdf
Clark,2023_07_26_ID_1513112.pdf,0,Clark,2023_07_26_ID_1513112.pdf
Clark,2023_07_30_ID_1474712.pdf,7,Clark,2023_07_30_ID_1474712.pdf
Clark,2023_08_07_ID_1423766.pdf,7,Clark,2023_08_07_ID_1423766.pdf
Clark,2023_09_03_ID_1480460.pdf,2,Clark,2023_09_03_ID_1480460.pdf
Clark,2023_09_23_ID_1488199.pdf,2,Clark,2023_09_23_ID_1488199.pdf
Clark,2023_11_17_ID_1486412.pdf,2,Clark,2023_11_17_ID_1486412.pdf
Clark,2024-01-09_ID_1518745.pdf,0,Clark,2024-01-09_ID_1518745.pdf
Clark,2024-01-10_ID_1423854.pdf,16,Clark,2024-01-10_ID_1423854.pdf
Clark,2024-01-23_ID_1519219.pdf,0,Clark,2024-01-23_ID_1519219.pdf
